bin,packets,z_score,state
0.0,4,-1.2403526576456625,idle
10.0,1,-1.6559332366882622,idle
20.0,5,-1.1018257979647958,idle
30.0,19,0.8375502375673357,baseline
130.0,2,-1.5174063770073956,idle
140.0,1,-1.6559332366882622,idle
150.0,1,-1.6559332366882622,idle
160.0,1,-1.6559332366882622,idle
170.0,2,-1.5174063770073956,idle
180.0,2,-1.5174063770073956,idle
190.0,1,-1.6559332366882622,idle
200.0,1,-1.6559332366882622,idle
220.0,2,-1.5174063770073956,idle
230.0,1,-1.6559332366882622,idle
240.0,1,-1.6559332366882622,idle
260.0,2,-1.5174063770073956,idle
270.0,2,-1.5174063770073956,idle
280.0,1,-1.6559332366882622,idle
290.0,1,-1.6559332366882622,idle
300.0,1,-1.6559332366882622,idle
310.0,1,-1.6559332366882622,idle
470.0,6,-0.9632989382839294,idle
480.0,80,9.287688678100194,burst
490.0,28,2.0842919746951347,burst
500.0,14,0.14491593916300297,baseline
510.0,22,1.2531308166099353,baseline
520.0,14,0.14491593916300297,baseline
530.0,10,-0.4091914995604632,baseline
540.0,12,-0.13213778019873013,baseline
550.0,10,-0.4091914995604632,baseline
560.0,22,1.2531308166099353,baseline
570.0,14,0.14491593916300297,baseline
580.0,10,-0.4091914995604632,baseline
590.0,4,-1.2403526576456625,idle
600.0,8,-0.6862452189221963,idle
610.0,15,0.2834427988438695,baseline
620.0,13,0.006389079482136422,baseline
630.0,11,-0.27066463987959666,baseline
640.0,22,1.2531308166099353,baseline
650.0,13,0.006389079482136422,baseline
660.0,12,-0.13213778019873013,baseline
670.0,15,0.2834427988438695,baseline
680.0,11,-0.27066463987959666,baseline
690.0,13,0.006389079482136422,baseline
700.0,12,-0.13213778019873013,baseline
710.0,35,3.0539799924612003,burst
720.0,5,-1.1018257979647958,idle
730.0,9,-0.5477183592413297,idle
740.0,14,0.14491593916300297,baseline
750.0,13,0.006389079482136422,baseline
760.0,15,0.2834427988438695,baseline
770.0,10,-0.4091914995604632,baseline
780.0,25,1.668711395652535,burst
790.0,12,-0.13213778019873013,baseline
800.0,10,-0.4091914995604632,baseline
810.0,12,-0.13213778019873013,baseline
820.0,10,-0.4091914995604632,baseline
830.0,12,-0.13213778019873013,baseline
840.0,4,-1.2403526576456625,idle
850.0,6,-0.9632989382839294,idle
860.0,36,3.1925068521420665,burst
870.0,10,-0.4091914995604632,baseline
880.0,12,-0.13213778019873013,baseline
890.0,10,-0.4091914995604632,baseline
900.0,12,-0.13213778019873013,baseline
910.0,10,-0.4091914995604632,baseline
920.0,8,-0.6862452189221963,idle
